,Unnamed: 0,Language,USER_COMMENT,Toxicity,Obscene,Insult,Sexual_Explicit,Identity_Attack,Threat,not_offensive
148,148,E,"I do not agree. The police could never catch who was behind the many bomb murder cases (over 30 unresolved) via remote triggering untill the instance of DCG happened.
When Gov., next gave them the training and brought in the FBI telecom expets and the best forensic people from the Netherlands etc.......the technology was exposed and same as they had learned to do it again and again - they will now hesitate to do it again.

Simiarly if the Government give the police the human and training resurces needed; the police would have the knowledge to be patentient and to listen carfully to what women report and to have the energy and the creativity, and the understanding, and the patience On Time. It is all about effective prevention.

We need to also understand the chaning face of Maltese society and our way of life. People and families that are constantly facing financial pressures, with both husband and wife working to survive and the constant race against time which they face..................All of this and loads more have a bearing and an impact on the logic and reasoning of people!",0,0,0,0,0,0,1
149,149,E,I don't live in Malta. I live in Australia.,0,0,0,0,0,0,1
150,150,E,I don’t hate anyone. What I wrote is based on what I read on the “runninghatred”.,0,0,0,0,0,1,0
151,151,E,"I have a terraced house bought by me and currently rented. I could turn it into a block of flats but I don't. I could rent it by room as well and make more money but I refuse to do as well. There are people on that street and I won't ruin their lives for a quick buck So I am poor example to use.

Every man and his dog will make money if allowed. Its up to the government to make sure that the good of the many is also taken into account and that society's standard of living is not negatively effected too much. I don't want to shock you being a PL supporter and all but there are more to this country then simply developers.",0,0,1,0,0,0,0
152,152,E,I have enough space for them in Russia. Bring them over.,0,0,1,0,0,1,0
153,153,E,I hope he holds his breath with any luck he will pass out and disappear.,0,0,0,0,0,1,0
154,154,E,I just cannot bear to look at these images. No story out of Malta has horrified or shaken me as much as this story since the horrible day when Daphne was murdered.,0,0,1,0,0,0,0
155,155,E,"I knew that in some Africian countries there is virginity testing in place, but I never knew that this could be done in Malta.
Is this law being passed due to the large number of Africian now living in Malta?",0,0,0,0,0,0,1
156,156,E,"I meet many people from different business sectors whose main concern is human resource.

Maybe you are a simple keyboard warrior.",0,0,0,0,0,0,1
157,157,E,"I said unskilled TCNs, who are treated like slaves. The entire Maltese economy is built on cheap, slave labour. Keep importing them and turning this piece of rock into a third world country",0,0,1,0,0,0,0
158,158,E,I think he is in a therapy session to learn how to control those TCN demons that haunt him.,1,1,1,0,1,0,0
159,159,E,"I wonder, why does no contemporary journalist ask the question What is it that makes the document necessarily so secretive?",0,0,0,0,0,0,1
160,160,E,I would stick him in a convection oven and turn it on full blast so he can be in sync with the cooker that sends him these type of frequencies.,0,0,0,0,0,1,0
161,161,E,I'm starting to ask myself why do you have to go to Lourdes for a miracle cure?,0,0,0,0,0,0,1
162,162,E,"I'm sure what you wrote makes sense to you,while drunk.",1,0,1,0,0,0,0
163,163,E,"IS THERE ANYONE IN MALTA, WHO NEEDS MORE PROOF THAT THE LABOUR PARTY IS A CRIMINAL ORGANISATION THAT HAS BEEN ABUSING THE POWER OF INCUMBENCY, LEFT, RIGHT AND CENTRE?

VOTE THIS BUNCH OF CROOKS OUT, PERHAPS MALTA WILL ONE DAY BECOME AGAIN A REAL DEMOCRACY, WHERE THE RULE OF LAW AND PEACE OF MIND REIGNS SUPREME.",1,1,0,0,0,0,0
164,164,M,IT TOBBA KOLLA JIFFIRMAW B AHMAR OK MINISTRU FALZON TGHID LI MA TAFX MIN HUMA,0,0,1,0,1,1,0
165,165,M,"IVA ta' , ha jdahhal il-BARMAIDS issa fil -Kazin tal PN tal-Hamrun meta jerga' jiftah ;D",1,1,1,1,0,0,0
166,166,M,Ibqa' emmen hekk la jgħatik pjaċier. Il-kumplament tas-sena it-tajba. J'Alla tgħalmek tirrispetta xi ftit id-demokrazija li donnok lanqas taf xi tfisser. Over and out.,0,0,1,0,1,1,0
167,167,M,Id-Diva taghmilhom jew le m? Hafna drabi tghamillu upvote.,0,0,0,0,1,0,0
168,168,E,"Idiot liberals cannot grasp anything, they have a mental disorder.",0,0,1,0,0,0,0
169,169,E,If PN were running the courts grande trio would have been arrested and jail now your comment is complete crap,0,0,0,0,0,0,1
170,170,E,If it was the other way round I would say as you said! Get a life! We all know what you are! A labour fanatic!,1,0,0,0,0,0,0
171,171,E,"If she was your daughter, would you speak the same ? He did choices in his life like you and me; whether good or bad, he chose them freely !. One thing is for sure; that for his rudeness someone paid a big price.
One question I want to ask. Can someone tell us what were his behavioral records at school ?",1,0,1,0,1,1,0
172,172,E,"If the Muslims protest against terrorism- people complain. If Muslims DON'T protest against terrorism, people complain. It seems the Muslims just can't win either way. Sick, isn't it.",0,0,0,0,0,0,1
173,173,E,"If the totally paralysed and amputated enjoy such miraculous recoveries I suggest: That our law enforcement make a visit to cure their selective blindness, our judiciary to address their lapsus in judgements, our opposition to cure their narcolepsy, our government to cure its corruption (that's pushing it). This could be bigger and better than Disneyland and religious pilgrimage sites combined. Call for the film commissioner! The hell with Hollywood we got the movie magic without the CGI!",1,0,1,0,1,0,0
174,174,E,If they tried to do that they failed as to me it seems that he was medicating himself with cannabis and when he stopped and replaced with/or for some religious crap he endded up killing someone.His lawyer is trying to lay a foundation for the case to be thrown out by using the questioned before his rights were read to him strategy and i'm hoping that the inspector was/is not that dumb.,0,0,0,0,0,0,1
175,175,E,"If you are insinuating that there are ONLY 1000 Muslims in Malta, then you need to get your head checked my friend. Can you tell us from where you got this statistic?",0,0,1,0,0,0,0
176,176,E,If you wait 12 hours at Emergency most likely you went there for the wrong reasons.,0,1,0,0,0,0,0
177,177,E,"If you want it to be quicker maybe you should talk to the pn rats,like yourself,who are running our courts.",1,1,1,0,1,1,0
178,178,M,"Ifhim,tidier naqro mhux fluka dejn id decizjuni tal qurti, don kejf jista jkewn li xi hedd jaghmil rikurs kuntrijk u l-qurti ma taghtikx infurmazzjuni bexx qeghdejn jakkuzowk u kupja ta l-istess rikurs ? Naruwwa falza ghall l-ahhor dejn.",0,0,0,0,0,0,1
179,179,M,Ifrah Gahan ghax pajjizek sar il mizbla tad dinja !,1,0,1,0,0,0,0
180,180,M,Il paprati tal kuntratti ma tarahomx? qatta Gahans cwilaq!,1,0,1,0,1,0,0
181,181,M,"Il qtil ilu jsir minn zmien Adam u Eva, ma waqaf qatt u l anqas se jieqaf. X jippretendu li ghax mara taghmel rspport fuq ragel se jarrestawh ghal ghomru. Jekk se jarrestawh ghal jumejn aktar se johrog ikkargat. Min jahseb li hawn xi soluzzjoni li tahdem, jghidilna biha, ghax s'issa paroli fil vojt kirn hawn.",0,0,0,0,0,0,1
182,182,M,"Il-vilta kbira hi illi lil dawn in-nies inħallsulhom il-pagi, salarji u ħafna benefiċċji mit-taxxi tal-ħaddiema biex jgħinu jinsterqu aktar flus tal-ħaddiema.",0,0,1,0,1,1,0
183,183,M,Imbaghad ghandu l wicc jaqbad ma jon mallia ghax jaghmel lira mil podcast tieghu,0,0,1,0,1,0,0
184,184,M,Imbarazz bhalek ma tistax targumenta mieghu meta hlief tilaq is srum u tifrah bid deni li garrab pajjizek hrazzi ghal hmizrijiet li qieghed jghamel l labour .,1,1,1,0,1,0,0
185,185,M,Imma possibli li mil problemi li ghandna jinhela l hin fuq din ic cucata li ma tezistiex fost Il maltin. Gvern maqtuh mir realta u mil poplu,0,0,0,0,0,0,1
186,186,E,"In 1988 the PN was in power. It’s not possible for the LP to create anything like the Freeport as we have seen in the last 11 years of Labour. All they are capable of is inventing schemes to spend EU funds, the same EU the LP fought to keep us out of. Labour can never make the right decision!",0,0,0,0,0,0,1
187,187,E,"In the 70's we used to watch violence and had violence, now watching porn and having sexual abuse...always in the name of being adults and should held responsible for the actions!",0,1,0,1,0,1,0
188,188,E,In the same way the court decides to issue a protection order.,0,0,0,0,0,0,1
189,189,E,In your dreams .....,1,0,1,0,0,0,0
190,190,M,"Int bhal PM Robert Abela, skond int mill-MPs nisa tal-Labour ma kien hemm hadd gdid kapaci biex jiehu post fil-Kabinet...........................din hi l-ugwaljanza ghal Labour?!?",0,0,0,0,0,0,1
191,191,E,"Interesting how we are worried about the hundreds coming with the boats, but at the same time we opened the doors for thousands coming from the far east.",0,0,1,0,0,1,0
192,192,E,Is there a single anti-ISIS woman in the entire Maltese Muslim community ??,1,1,1,0,1,1,0
193,193,E,"Is there a valid motive???? The police and the courts could and should have prevented this murder, but they did not. That is what the protest was for.",0,0,0,0,0,0,1
194,194,M,"Isma donnu Bernard ghal propoganda jippreferi li jkollu xi Serba tahsillu sormu la jixjieh milli xi Indjana tkellmu bil-Malti. Li jrid isir li haddiema essenzjali ghandom jibqghu jigu u hafna minnhom qed jithallsu mil-gvern fid-djar bhal ta Vassallo, Ghigo etc ghax il-Malti ma jridtx ihallas ghal kura. Haddiema mhux essenzjali bhal haddiema fuq il-muturi li jwasslu junk food ghandom jitilqu min fejn gew. Ristoranti li ma jimpjegawx persentagg ta Maltin ukoll ghandom jaghlqu. Jien sirt nitqazzess niekol min barra ghax certu Lukandi, Restoranti u Kafeterijji qed izommu l-kcejjen qishom go Tunez bin-nuqqas ta igene.",1,1,1,1,1,0,0
195,195,M,Isma ha nistaqsik haga tal-ahhar... No_lejbolist ghaliex ? ghax ma taf kif tinkiteb labour jew forsi ghax naqa brain dead int >?,1,1,1,0,1,0,0
196,196,M,Issa dawn lil min kienu qed jaghtu fastidju? Anzi kienu qed jaghtu pjacir.,0,0,0,0,0,0,1
197,197,M,"Isthi jekk taf kief ja latrina!!!!!!!!!!!!! Nisperaw li ma tohrog mil habs haj! Il folka imishom igibu lura u izanznuwa biek ja purcinell! Pu ghal wiccek MONSTRU!!! Inqabad fuq ic CCTV JOQTOLA, itfawh il habs u gharmu ic-cwievet tac cella. Nergia nghida haqqu il forka! Bniedem ahdar di natura!!!!",1,0,1,0,1,1,0
198,198,E,It is a miracle.,0,0,0,0,0,0,1
199,199,E,"It is crystal clear ...
The Devil made me to be jailed for the rest of my life !",0,0,1,0,1,0,0
200,200,E,"It is not an accident, it is willful homicide.",0,0,0,0,1,0,0
201,201,E,"It shows you are totally blind... PN troll.. TCN's can be deported or send home any time ... like turning up unemployed .... no job..they come and go as they are doing.. paying tax and all..
Your emotional lady Metsola ...wants illegal migrants to stay in EU countries ..permanently ... stooge..lumbering the economy ..",1,0,1,0,1,0,0
202,202,E,"It's a free market and everyone has the right to open the business he wants as long as it's legal and not law breaking.

It goes against the european laws to tell someone don't open that kind of business, so if they have mushroomed it's not something you should care about. the only way to stop them from mushrooming is to not go eat in restaurants less demand less attractive is the business and less they open. but no government can hold anyone from opening his business it goes against human rights.",0,0,0,0,0,0,1
203,203,E,"It's people like you who don't trust the Maltese courts, ghax denbkom taht il-blata. Those who have nothing to fear - the majority of the Maltese people - trust them.",0,0,0,0,0,0,1
204,204,M,It-tnejn li huma jirrangawhom il-habs. Ipattu ta kemm ghamlu,0,0,0,0,0,1,0
205,205,E,"Its the 21st
century, we have spacecraft hurtling through the solar system yet we have
millions who follow a religion that has not evolved and still stuck in the
biblical era. mind boggling.",1,0,1,0,1,1,0
206,206,M,"Ittawwalx ilsienek Jew taghmel kummenti Li iccwiec ma humiex kapaci li jirrispondu ghax tirriskja Li jibbannjawk. Only the privileged few are allowed to ''brain dead'' fellow posters and worse and get away with it. Ah, by the way, Je suisCharlie .... lol",0,0,1,0,0,0,0
207,207,E,"It’s unfortunate that she had this tragic accident while walking alone at 1am in a dodgy area of Gzira. May this also be a lesson for expats to be more cautious in general, Malta is not as safe as you may think. Choose your locations wisely and always be accompanied by friends, take a taxi or get a lift etc",0,0,0,0,1,0,0
208,208,M,"Iz zwieg gie xi haga perikuluza ,min habba il ligijiet bla sens li hemm. Tizzewgux ,minthom ha titilfu xejn .Iz zwieg jaghmilhek hajjtek miserabli.",1,0,1,0,0,0,0
209,209,M,"Jekk ghadek l-HR departments kollha mimlijin bil-barranin, jekk inkun hemm choice ta bejn CV ta' Malti u ohra ta' barrani, min tahseb li ha jirbah il-job?",0,0,0,0,0,1,0
210,210,M,Jekk int nadif mandekx x'tinkwieta. Relax bello ?,0,0,0,0,1,0,0
211,211,M,"Jekk tkun pimp jaghtuk licenzja mall- ewwel u barra mid- daqq!
L- istess bhal gentlemen,s clubs: Mhux kulhadd jaf li is- sopranos ta Malta huma l- owners?
Min jaf x,isir.......mhux hemm imma f,postijiet ohra bin- network li ghandhom.
Mhux mill- att morali qed nitkellem imma dak li isir f,dawn il clubs hi esplojtazzjoni ta nisa specjalment zghazagh.
Mela sew hafna panegirki ghal gays u tajjeb li isir hekk u in - nisa ijghaddi kollox?
Fejn huma in nisa Laburisti,u organizzajonijiet ohrajn tan- Nazzjonalisti?
Nerga nghid Mhux fuq djuq imma traffikar ta nisa!",0,0,0,1,0,0,0
212,212,M,Jien kont qed naqlgha t-transfers u nigi mqabbes minn xi promotion li kien jisthoqqli u nitlob l-Alla li jehlisna minn weddie u wara mil-Gonz. ghax kienu kieluna bit-taxxi u qatt ma tizdied il-paga jew il-penzjoni. Int fejn kont ? Tiddobba xi direct order jew tgawdi mill- contributions tal-fidili u tfaqqar il-partit? Niskanta kif fallejtu ezatt meta qlajtu t-tkaxkira tal-ostra. Minn fejn kontu qeghdin thallsuhom lil haddiema taghkom? Tat-thassib hux? U dejjem issemmu l-25 sena ---fin- nofs kien hemm rebha tal-Alfred li bil-hmerijiet ta' mohhu tilifha wara sena w nofs. U jekk tqabbel b-liema maggoranza rbahtu tul-25 sena lanqas jaghmlu biss farka mill-maggoranza ki rebhilkom l-Invictus ( u li ghad irid jirbhilkiom). Li naf hu li dak li wieghed JM wettqghu mhux bhal ma kienu jaghmlu l-Weddie u l-Gonz.,1,0,0,0,1,0,0
213,213,M,"Jien naf b'jobs ta waiter bi 10 euro is-siegha, jekk tithajjar jew xi hadd min familtek lest jitholom nista nghidlek kif tapplika, ovvjament jekk lest tahdem inkluz weekends.

Ukoll nisfidak jekk tiret xi post hallih maghluq u tbijawx lil xi kuntratur jew forsi int stess tizviluppa blokka apartamenti, izda min flokk jew zommu maghluq jew mur ghix fih min flokk taghmel 400,000",0,0,0,0,0,0,1
214,214,M,Jien nghid l’affarijiet kif narahom jien . Jekk ma joghogbokx twegibx . Jekk se twiegeb u tghid biss li jaqbilek se naqlalek l hara !,0,1,1,0,0,1,0
215,215,M,"Jien niftakar il-martek tippasigga il-Gzira, dundjan.",1,1,1,1,1,0,0
216,216,M,Jien xhin nahra nahseb fik :))))))))))),0,1,1,0,0,0,0
217,217,M,"Jiena mohhi ta spiss isirli cooker (grazzi Bobby), imma ma nohrogx noqtol u nikkumiedja. Aqfluh il daz zibel, illum qabel ada.",1,1,1,0,1,1,0
218,218,M,Jista xi Pampalun Laburist jipprova iffisrilna ghalxiex dan il-Brigant jipprova jaghmel min kollox biex itawwal il-process f'kull kaz li imdahhal u jissemma ismu u isem kumplament tal-Cartel.,0,0,1,0,1,0,0
219,219,M,"Joseph Muscat ma wiehed biss jaghmel li jrid u jiehu li jrid. Mal-pupazz tieghu. Robert. Biex tifhmu sewwa, Robert Abela.",0,0,0,0,1,0,0
220,220,M,KORRUZZJONI U SERQ TA' FLUS IC-CITTADIN ONEST GHALL-GWADAN TAL-VOTI!,0,0,0,0,0,0,1
221,221,E,Karl Azzopardi remove this article. Show respect to the victim's family. Disgusting,0,0,0,0,0,0,1
222,222,M,Kastrazzjoni kimika u jekk hemm bżonn.....fiżika.,0,0,1,0,0,1,0
223,223,M,Kazzola bhas-soltu jerga jaqgha ghan-nejk.,0,0,1,0,1,0,0
224,224,M,Kelem malti sihbi ha nifmuk. Ahan maqudin mux phalkom tal pn firda kbira min delia min grech min jason ahna ahav wahda wara leader wihed dejm viva labor vivamalta,0,1,1,0,1,0,0
225,225,M,Kemm ghandek kontra l-pulizija. Jaqaw xellift difrek mall-gustizzja Jew ghandek agenda politika?,0,0,0,0,0,0,1
226,226,M,Kemm int fjakk u cuc jahasra . Mohhok ma jaghtikx biex tifimha u diga hlejt xeba hin nghaddik biz-zmien u miniex ha ninhela ma indannat cuc !,0,0,1,0,0,0,0
227,227,M,Kemm int maqtugh mir-realta’!,1,0,0,0,1,0,0
228,228,M,Kemm kont niehu gost ma martek dundjan,1,1,1,1,0,0,0
229,229,M,"Kif jista jkewn, Hemm l-Amerikuni w l-allot kulle taghhim ghasse tal vapuri ?",0,0,0,0,0,0,1
230,230,M,Kif zibel bhal dan baqa fit triq? L pulizija ghal multi biss tajbin.,1,1,1,0,1,0,0
231,231,M,"Kont qed nisma lill gowsef jikazza bil korruzjoni ,jwieghed li se jgib bidla . Illum ftaht ghajneja u xbajt nara pajjizi jaqa ghan nejk waqt li dawk il qabda demel fil kabinet jerdaw l miljuni !",1,1,1,1,1,0,0
232,232,M,"Kont qieghed Nisma lill Muscat jghajjat li se jghamel BIDLA !

u int ?

tgerrem diffrejk ta-saqajk ghax kont ilek indann at 25sena fl-oppozzijoni hux !",1,1,1,0,1,0,0
233,233,M,Kurun il kodard hsibt li jien divi mela kullhadd bhalek bil fake profiles???,1,0,0,0,1,0,0
234,234,M,L-aktar jekk ikun irid ihallas il manteniment tat tfal kull xahar.,0,1,0,0,1,0,0
235,235,M,L-aktar li kissirna l-partit nejkinalista tieghek,0,0,1,0,0,0,0
236,236,M,L-anqas jekk naqilbu ghax xema u l-hmir ma naghmlu effett ahna! Dan pressure tal-Ewropa!,0,0,1,0,1,0,0
237,237,M,L-aqwa li kissirna l-partit nejkinalista ta'qalbek u nies bhalek cwiec maltin kuljum iqumu ndannati,0,1,0,0,0,0,0
238,238,M,"L-aqwa li niftahru li mhux dehlin klandestini bid-dghajjes hux ghax Super Bobby jikkontrolla s-sitwazzjoni.
Imbaghad ingibuhom mil-Italja bil-pulit!",0,0,1,0,1,1,0
239,239,M,L-aqwa zmien ghac-Cinizi fil-massage parlours.,0,1,1,1,1,0,0
240,240,M,LOL---dejjem iddahhaq. Ilek ma tmur sal-QTK jew nimhabbta timla l-boroz tal-plastic?,0,0,0,0,0,0,1
241,241,M,"LOL---tinsiex il-medicina tal-lumi, man. Kif dahal go mohhkom u ma tistghux tehilsu minnu, guy. Kif spiccalkom il-gravy. Kif farkilkom partit. Sar il-hmar il-lejl taghkom. U int xi wiehed mill-maggoranza assoluta tal-Maltin li m'ghandekx fiducja fil qrati skond l-ahhar Eurobarometer jew m'intix Malti jew bil-kontra? Kellu bzonn jerga johrog ghal-politika halli jistermina l-partit Faxxista taghkom.",0,0,0,0,0,1,0
242,242,M,La fil gvern bilfors taccetta ir responsabilta ma jfissirx li komplici bhal ma qed tipprova tghid int u il qatta cwiec maltin kif qallikom Tonio Fenech. Ahjar tara sew min qattila u taqra ur rapporti tar Rai li ghadom mux jemmnu fuq qed titmexxa l affari.,0,0,1,0,1,0,0
243,243,M,La ftaht ghajnejk tajjeb biex tmur taqbad il- qarnit !!! :))) Nahseb wara li ftaht ghajnejk mohhok fetahulek bendu !!! :))),0,0,1,0,0,0,0
244,244,M,Lanqas nafu x’igifieri tkun risponsabbli. Robert Abela take note u ibda naddaf.,0,0,1,0,0,0,0
245,245,M,"Laqqas meta kienet attakata gewwa l festa min kunsillier laburista ma kienu gabruh hux?

Ftakar ukoll li l gvern tieghek accetta ukoll ir responsabilta ta mewta.",0,0,1,0,1,0,0
246,246,E,"Larry Lawton is a former jewellery robber. He spent many years in prison and once out he had dedicated his life in explaining what goes inside prisons, the psyche of prisoners and how the prison system can improve.

Larry explains that there are all sort of people in prison. However what often binds everyone from the typical quiet man who is there to serve time and the utter psychopath is the fear that their family would be targeted by someone like this ahole.

I hope that Abner find himself surrounded with psychopaths all of whom having at least one daughter.",0,0,0,0,0,1,0
247,247,M,"Le dik ommok kienet, ibni,imbaghad lilhek konna gharmejnik go skip, imma sabuk u kellek rieha ta gobon, gobna",0,0,1,0,1,0,0
248,248,E,"Let the institutions work with serenity - he said, once upon a time.",0,0,0,0,1,0,0
249,249,E,Let's hope Joe Mifsud gives him a hard time this afternoon.,0,0,0,0,1,0,0
250,250,E,"Let's start by not emboldening the abusers with inaction and then let's see.

One can't prevent them all, but what if we prevent just one.

Would that be worth the effort?",0,0,1,0,1,0,0
251,251,M,"Lil Malta kollha ,niggarantilek. Li naf hu li hxien mhux hazin.",0,0,0,0,1,0,0
252,252,M,Lil ċertu trolls mhux ħa tarahom hawn. No need to elaborate further....,0,0,0,0,0,0,1
253,253,E,Lock him up and throw away the key. This monster never deserves to see daylight or live a normal life again.,0,0,0,0,0,0,1
254,254,E,Lock them in the babboon enclosure at Polidano's zoo so that they will be abused by the babboons! .,0,1,0,0,0,0,0
255,255,E,"Loll, I say again 2024 will be the downfall of the criminal Invictus, the worse year for the Gahans and the criminals who are making millions from corrupt contracts .

The court proves that Invictus is not correct and he is deceiving and using delaying tactics to perverse the course of Justice, well done for the Maltese courts, I hope the Magistrate hearing the €400M heist will use common sense and treat the corrupt fraudster criminal RA with the same yard stick.

Thank you PN , thank you Republica for not given up and brought these criminals to justice , Thank you PN for giving the Hospitals back to the Malteae people and Thank you for putting a stop on this theft , may you will be successful to bring back the €400M stolen from us , but we will hold the criminal corrupt fraudster RA and his minions responsabile for the heist",0,0,0,0,1,0,0
256,256,E,Looks like David Agius is after the women's vote for the MEP elections ?,0,1,1,1,1,1,0
257,257,E,"Lots of jobs that were carried out by Maltese persons are done by TCN's.
Why has this occurred?
The EXCUSE the Maltese do not want to do those jobs anymore ;p",0,0,1,0,1,0,0
258,258,M,"M'ghandhiex ghalfejn immur ghax ghamilt kwazi 10 snin nahdem hemmhekk. Nofs in-nies li jmorru hemm mhumiex verament EMERGENZI.

Meta kien ikun hemm il-Eurovision jew xi loghob tal-WorldCup konna nikkalmaw ftit biex tara kemm hemm min kien jigi ghal xejn. Sa nies li sfaccatament JIGDBU bis-sintomi biex jaghmlu check-up kien ikollna.",0,0,1,0,0,0,0
259,259,M,"Ma għoġobtni qatt kif targumenta punt fuq il-politika imma ħa nwieġbek. Li tgħid l-affarijiet kif tarahom int ma tfisser xejn differenti ħlief li tara l-affarijiet kif jaqblu lilek. Jien hawn nirrispetta d-dritt tiegħek ta' l-opinjoni personali u għalhekk għidtlek biex titgħallem ftit xi tfisser demokrazija. Imma li tiġi tgħajjarni għax ma naqbilx miegħek, le, ma naċċetta qatt nies tat-tip tiegħek. Int bniedem li argument iddawru f'wieħed personali u hemm turi x' mibgħeda għandek fik lejn min jivvota kontra xewqatek u jirbaħlek. Nies bla rispett huma nies bħalhekk. Għandi wieħed ġewwa familti jaġixxi bħalhekk eżatt, għax ma taqbilx ma li jgħid hu jieħu għalih u joffendik bla rispett ta' xejn. Tista' taħseb kemm qiegħdin sew jien u hu. Irrid noqgħod attent il-ħin kollu xi ngħid miegħu li ma jmurx jeħodha personali u nispiċċaw eżatt bħal int u jien. Hemm limitu kemm insofri bnidem pastaż jgħajjarni għax ma naqbilx miegħu.",0,0,1,0,0,0,0
260,260,M,"Ma nafx kif Franco Debono jpoggi rasu fuq l imhadda u jirnexxilu jorqod. Vera xogholu, imma jien kieku ma jirnexxilix.",0,0,0,0,1,0,0
261,261,M,"Ma nafx, jien stenditek ghal-birra biss .. nerga nistidnek habib ... Jekk ma tixrobx forsi tiehu Kamumila jew te shun ha jikkalmak naqra ghax tidher naqra fuq ix xwiek..",0,0,1,0,1,1,0
262,262,M,"Ma nistenniex ahjar Tier tac-cwiec. Ma tantx inhobb nixrob ghax nizbalja. Imma jekk trid thalli isem u kunjom u indirizz hawn, jekk xi darba namel il-hsieb nkun nigi !!
Sahha u sliem",0,1,0,0,1,1,0
263,263,M,"Ma tantx jista jibda jnaddaf il Bobby,,Ghax fuq il qrati ma ssir l-ebda elezzjoni mil poplu bl-iskuza li huma ndipendenti u ma jista jindahlilom hadd,,Ara fil kas tal partiti fil gvern iva tista tnaddaf bhall ma gara fit 2013,,imma fil qrati le sakemm jibqaw l-affarijjiet kif inhuma ghax jekk tiftah 
halqek iqumu l-irwiefen kollha sprcjalment min naha tal Pn/Republicani..",0,0,0,0,1,0,0
264,264,M,Ma tarax. Mela Rafel ser jikteb kontra l-Musulmani. Mela tridu jigrilu bhal Rushdie. Jippruvaw iqattugh bicciet....... Ara kontra l-Insara jista' jikteb ghax gwejdin u bla principji.,0,0,1,0,1,0,0
265,265,E,Mad or not this guy should be hung and quartered,0,0,1,0,0,1,0
266,266,E,Majority back to Italy where they are registered as refugees,0,0,1,0,1,1,0
267,267,E,Malta has a worse birth rate then most EU countries and even the likes of Japan. You can't blame them. Its a corrupt and pollution hellhole were big business can get away with almost everything and where you pay 300k for a pigeon hole apartment who would probably turn into ash the moment an earthquake hit the island.,0,0,0,0,0,0,1
268,268,E,"Malta has taken more than enough of them migrants. In a week spent in Poland just recently I did not encounter a single one of them, and this is a EU county too!",1,0,1,0,1,0,0
269,269,E,Maltese people are not good for anything anymore even making babies so the importation of people keeps its track to make Maltese minority more than they are.,0,0,1,0,0,0,0
270,270,E,Maltese people speaking against TCN's than are the first going on the look out for massage by a non european lady. l-malti fin natura tieghu huwa sfruttatur.,1,0,1,0,1,0,0
271,271,E,Many elderly see more empathy from Filipinos than from any other nation. Their poverty back at home has molded them to look after their elderly with care and all kind of support. Yet all weeds need to be taken care of.,0,0,0,0,0,0,1
272,272,E,"Many names/people have been mentioned but not the members of 'the boards' who confirmed the benefits,.",0,0,1,0,1,0,0
273,273,E,"Mate, i hope you find what you are looking for. I wouldn't recommend you come here unless you are cashed up.",0,0,1,0,0,0,0
274,274,M,"Matthew nissuggerilek taghmel stharrig iehor u tindaka x'xoghol qed jaghmlu dawk il-haddiema li gejjin minn pajjizi li mhumiex fl-EU u x'pagi qed jinghataw. Kemm naqsu l-haddiema Maltin mindu bdew gejjin bil-gzuz dawk barranin?
Aktar ma jghaddi zmien aktar qed jisparixxu l-haddiema Maltin.
Il-gvern ghandu jaghti incentivi u PROTEZZJONI mic-cheap labour biex ihajjar aktar Maltin jahdmu fis-settur privat.",1,1,1,0,1,1,0
275,275,E,May she rest in peace. Why are these problems allowed to get to such a stage when she already filed reports to the police? What are the police allowed to do when such reports are done at a police station?,0,0,1,0,1,0,0
276,276,E,"Maybe David Agius may just suggest to imposed leader of Pn , Bernard Grech FEMALE REPRESENTATION too ..... at PN CLUB Hamrun !

Get some barmaids in ..... and maybe even Bernard Grech gets himself in ! PN Hamrun Kazin has been closed since Ausgust 2023.... any ideas when it will be open ...or will Bernard Grech's replacement be doing the Honors ?

This wannabe Prime Minister imposed by the establishment at Partit Nazzjonalista after ousting Adrain Delia cannot even take a decision on a reshuffle at a Party Club , at #Kazin Level.....and he is expected to take decisions on a National Level !",1,0,1,1,1,0,0
277,277,E,"Maybe not all the 16 are. Putting in 4 or 5 honest ones in the board is part of their trick. Gafa' will not investigate which, insa.",0,0,0,0,0,0,1
278,278,E,"Maybe they are scared of a bomb under their car. One has to be careful with the current government, they know people in low places.",0,0,1,0,0,1,0
279,279,E,"Maybe, just maybe, some of them where on it too?",0,0,0,0,0,0,1
280,280,M,Mbagħad jgħidu li taħt il-Labour ma jsirux mirakli! Hemm ara.... Għandkom il provi!!,1,0,0,0,0,0,0
281,281,M,"Mela David Agius jaqbel mal gender-corrective mechanism!

Allura David jien qieghed nithajjar nghamel gender corrective surgery! Allura imbghad nitla mieghek fil-parlament b tuzzana voti?",0,0,1,0,0,0,0
282,282,M,Mela cowboy int u indannat ukoll biex tghajjar u tistiedem lin- nies ghal birra !!!,0,0,1,0,1,0,0
283,283,M,Mela int you pencil in his meetings jew ?,0,0,0,0,0,0,1
284,284,M,"Mela intom ,sa l-inqas wiehed minnkom x'ghamiltu gabkom tiggieldu ma xulxin u qlajtu tkaxkira li qatt ma rajna bhala f'xi pajjiz demokratiku fid-dinja kollha? il-Kapo taghkom kull meta jiftah halqu jaqgha ghan-nejk.",0,0,0,0,0,0,1
285,285,M,Mela jduru bih it-tfal filkas. X'argumenti tal-hara.,1,0,1,1,1,0,0
